titulo,link,texto_materia
"Dermatite atópica impacta pele, sono e autoestima: saiba como tratar",https://agenciabrasil.ebc.com.br/saude/noticia/2026-09/dermatite-atopica-impacta-pele-sono-e-autoestima-saiba-como-tratar,"Uma doença de pele que atinge não só a pele. Mas o sono, a saúde mental e até a autoestima dos pacientes. Em manifestações crônicas, a coceira gera feridas que deixam a pele sensível ao menor toque. De tecido a água, tudo dói. Essa é a realidade de muitos pacientes que convivem com a dermatite atópica - uma doença inflamatória e crônica cujo principal sintoma é a coceira, muitas vezes, extrema. A estudante de medicina Clara Emery, 23 anos, conta que já teve de tomar antibiótico para evitar que as feridas na pele - que ficava em carne viva - infeccionassem. Nas manifestações mais severas, as dores eram intensas. Deitar na cama, encostar no travesseiro e até tomar banho eram motivo de sofrimento. “Tive muitas crises de choro por não saber o que fazer”, conta a jovem que tem a doença desde pequena. “Minha mãe fala que assim que eu saí da barriga, eu já tinha dermatite atópica. Eu me lembro vividamente da minha infância, a evolução da doença, os vários fatores que a desencadeavam. Foi muito angustiante conviver com essa doença”. A dermatite atópica costuma atacar regiões de dobras, como atrás dos joelhos, nos cotovelos e no pescoço. Em Clara, a doença se manifesta também ao redor dos olhos, na face e em regiões onde há mais fricção, como nas mãos. Entre os gatilhos da doença, ela cita desde alimentos até fatores ambientais como sol, grama, suor, fungos e ácaros. “Qualquer objeto de pelúcia, tapete, cachorro e gato. Eu sentia como se tivesse alergia ao mundo. Além disso, períodos de estresse na infância, na adolescência e no início da faculdade exacerbavam muito a alergia”, relata a estudante lembrando que passou por momentos de isolamento social, com medo de que as pessoas vissem as feridas. “Na escola, eu tinha uns 10 anos, me perguntaram se eu tinha hanseníase, se tinha sífilis, se eu era HIV positivo. Havia muito preconceito”, lamenta a jovem que, atualmente, faz um tratamento imunobiológico que ajuda a conter as crises mais graves da doença. A medicação atua no sistema imune para controlar as reações exacerbadas de quando o corpo entra em contato com um antígeno. O tratamento, entretanto, é caro. Apenas uma caixa do medicamento passa de R$ 10 mil, custo que, no caso de Clara, é coberto integralmente pelo plano de saúde. “Já fiz tratamento com corticóides várias vezes, todo tipo de pomada e hidratante, tentei medidas homeopáticas mas o que funcionou mesmo foi o imunobiológico. Nunca tive tanta paz para conviver com essa doença porque era algo muito difícil”. A dermatologista Rosana Lazzarini confirma que o impacto da dermatite atópica na qualidade de vida é grande uma vez que a coceira intensa prejudica o sono, diminuindo o rendimento no trabalho e na escola. Segundo ela, 40% das crianças que apresentam dermatite terão de conviver com a doença durante a vida adulta. A dermatite atópica carrega forte estigma social, apesar de não ser contagiosa. As marcas aparentes pelo corpo levam, muitas vezes, ao afastamento do convívio social e podem ser motivo de “bullying”. “O impacto na vida da criança é grande. É uma doença crônica, há frequência de consultas, perda de aulas, afastamento social (deixa de brincar, de ir a festas) e internações que irão afetar o desenvolvimento psicossocial”, afirmou. Para informar a população sobre a doença e combater o preconceito, o dia 23 de setembro é considerado o Dia Nacional de Conscientização da Dermatite Atópica, data oficializada no Brasil pela Lei 14.916/24. “Os pacientes costumam enfrentar problemas de preconceito e bullying por desconhecimento do público em geral, principalmente por acharem que se trata de uma doença contagiosa. Nesse contexto, campanhas de conscientização podem ajudar. Além disso, é comum a doença ser acompanhada por distúrbios do sono, depressão e isolamento social”, explica o presidente da Associação de Apoio à Dermatite Atópica (AADA), Roberto Takaoka. Segundo ele, as principais demandas das famílias são por indicação de médicos e de tratamentos. “As famílias chegam com demandas de tratamentos rápidos e milagrosos, sem entender que a dermatite atópica é uma doença crônica com períodos de melhora e piora, e que, na maioria dos casos, costuma melhorar com a idade. É muito importante salientar que a dermatite atópica é uma doença complexa e multifatorial. Além do aspecto físico, ela é influenciada por fatores emocionais e sociais”, disse o dermatologista. A missão da AADA é promover a saúde do portador de dermatite atópica através da arte, da ciência e da educação. A associação também conta com grupos de apoio para pacientes e familiares. A entidade fornece ainda materiais educativos e realiza campanhas de conscientização e podcasts explicativos. Existe um trabalho junto aos médicos e outros profissionais da área da saúde que também necessitam de informações e conhecimento. A jornalista Rayane Lopes, de 34 anos, moradora do Recanto das Emas, no Distrito Federal, conta que teve a primeira crise de dermatite atópica aos 18 anos. “Na primeira crise que foi bem forte, ela surgiu no corpo inteiro, até pegando a parte da virilha e da barriga. Hoje em dia, quando a doença se manifesta, surge mais na barriga e entre os dedos das mãos.” Rayane destaca que as manchas e a coceira forte costumam aparecer em períodos de muito estresse. Ela relata que, após o enterro de uma pessoa próxima, o corpo inteiro se encheu de manchas avermelhadas e feridas. “Tenho várias manchas e cicatrizes pelo corpo. Quando está forte, tomo um corticóide que alivia”. Para controlar a doença, ela diz que não utiliza bucha durante o banho e costuma hidratar a pele com frequência. “Coça muito, arde, dói, abre feridas. Além de tomar remédio, não tem muito o que fazer, é esperar passar”, explica a jornalista que já passou por situações constrangedoras, ao lado de pessoas que não conhecem a dermatite. “As pessoas têm medo de pegar a doença. Evito usar roupa que deixe à mostra a mancha, evito tomar sol. A dermatite aparece em momentos de muito estresse, então o sofrimento psicológico já está ali”. Segundo a médica da Sociedade Brasileira de Dermatologia (SBD), Rosana Lazzarini, não existe uma causa definida para a dermatite atópica, mas há fatores genéticos (os mesmos associados a asma e rinite), fatores ambientais e imunológicos que contribuem para a manifestação da doença. O diagnóstico é clinico, isto é, não existem exames laboratoriais para diagnosticar a dermatite. A avaliação médica leva em consideração a presença das lesões da pele, a cronicidade, os períodos com lesões intercalados por períodos com nenhuma ou poucas lesões. A presença da coceira de difícil controle também é um fator que auxilia no diagnóstico. O médico pode eventualmente solicitar alguns exames para complementar o diagnóstico ou para afastar outros. De acordo com Rosana, o tratamento se baseia nos cuidados com a pele, através do uso de cremes e loções hidratantes para auxiliar na preservação da barreira cutânea. Também é necessário ter cuidado com o banho que deve ser rápido, não pode ser quente, com pouco ou nenhum sabonete. “Alguns medicamentos podem auxiliar no controle da coceira, o uso de corticosteroides tópicos adequados a cada local da pele. Casos mais graves podem necessitar do uso de imunossupressores por via oral como metrotexato ou ciclosporina”, disse a dermatologista. “A fototerapia com UVB de banda estreita tem indicação para controle da doença, com melhora principalmente da coceira”, acrescentou. A médica destaca que casos mais graves podem necessitar de medicações específicas, que atuam em pontos do processo inflamatório, mas são de alto custo e têm indicação quando as outras tentativas falham. A hidratação da pele é um dos pilares mais importantes do tratamento. A pele muito seca dos pacientes com dermatite atópica exige a aplicação de creme ou loções de 2 a 3 vezes ao dia, o que impacta no custo do tratamento para as famílias. Medicamentos mais modernos, de alto custo, ainda não estão disponíveis no SUS, somente na rede privada de saúde."
Feira em Fortaleza defende políticas sobre drogas com justiça social,https://agenciabrasil.ebc.com.br/saude/noticia/2026-09/feira-em-fortaleza-defende-politicas-sobre-drogas-com-justica-social,"Palestrantes da 2ª edição da feira Febre de Arte, em Fortaleza, convocaram o público a eleger, neste ano, políticos dedicados ao desenvolvimento de políticas sobre drogas em harmonia com a justiça social. Todos os participantes que subiram ao palco do Anfiteatro Sérgio Motta, do Centro Dragão do Mar de Arte e Cultura, defenderam que o voto deve ir para quem tem clareza sobre a questão para que seja possível construir propostas pertinentes e viáveis que, efetivamente, atendam à população. A médica de família e comunidade Magda Almeida, docente da Universidade Federal do Ceará (UFC), foi uma das palestrantes a falar sobre o tema. ""Há uma posição ideológica de se reduzir tudo à ideia de que 'maconha faz mal'"". Além de lembrar que negros e pobres são as principais vítimas da suposta ""guerra às drogas"" deflagrada no Brasil, Magda contou sobre sua rotina no consultório, com pacientes do gênero feminino. Ela diz que detecta exatamente quando as pacientes começam a tomar a pregabalina, uma droga recomendada para o tratamento de epilepsia, ansiedade e fibromialgia, todos quadros que podem ser atenuados pela cannabis. De tarja vermelha, ou seja, vendida somente mediante receita médica, a pregabalina pode ocasionar efeitos colaterais como mudanças de humor, falhas de memória, pensamentos de automutilação ou suicídio, alucinação, desmaio e, caso seja cortada de forma repentina, síndrome de abstinência. A Blis Data, detentora do maior volume de dados de usuários de cannabis medicinal da América Latina, identificou as mulheres mais velhas e empregadas como as principais consumidoras do produto importado no Brasil. Geralmente, pretendem encontrar alívio para distúrbios do sono e dor crônica. A cannabis é a droga ilegal mais usada pelos brasileiros, confirma o 3º Levantamento Nacional de Álcool e Drogas (Lenad III): na comparação de 2022 e 2023 com 2012, foi constatado uso maior entre adultos e adolescentes - em ambos os grupos, o índice dobrou. Mais da metade (54%) declararam consumi-la diariamente, por pelo menos duas semanas consecutivas, o correspondente a 3,3% da população (mais de 3,9 milhões de brasileiros). Um dos maiores erros da indústria farmacêutica, observou a médica, é estabelecer doses genéricas, estendidas a todos, sem considerar as respostas e tolerâncias de cada corpo. ""Existe uma máxima, que é 'comece lento e continue lento', que é quebrada pela indústria."" ""Cannabis não serve para tudo. Nenhum remédio serve para tudo"", disse. Os convidados dos painéis abordaram a relação entre a seletividade das polícias e da Justiça, o encarceramento em massa da população negra e a expansão das facções ou milícias. O Datafolha apurou, recentemente, a pedido do Fórum Brasileiro de Segurança Pública (FBSP), que quatro em cada dez brasileiros são forçados a levar suas vidas com essas organizações criminosas em suas portas. É o equivalente a 68,7 milhões de pessoas. Nas capitais, a taxa sobe para 55,9%. Para mais de um terço (34,9%), a interferência do crime organizado em seu cotidiano é intensa. Outro indicador importante é relativo à quantidade de pessoas que sofreram violência nos 12 meses anteriores à pesquisa do Datafolha: a parcela foi de 40,1% em geral e de 51,1% entre as que moram em bairros com facções ou milícias. O advogado Italo Coelho, especialista em direito criminal e direito penal, ressalta a semelhança da perseguição contra expoentes da capoeira e do samba com as barreiras impostas à cannabis no país e comenta como o conhecimento sobre substâncias benéficas para o corpo, dominada por povos tradicionais e benzedeiras, por exemplo, foi sequestrado pela medicina convencional. ""A indústria tem agora todo o direito de vender, nas farmácias, maconha enquanto pessoas são presas por causa de um baseado e ainda consideradas traficantes"", acrescenta Coelho, que é militante no Ceará Saúde Livre. Cofundadora da Marcha da Maconha de Fortaleza e coordenadora da Rede Nacional de Feministas Antiproibicionistas (Renfa), Tamára Silva afirmou que a atuação dos agentes de segurança pública se restringe à repressão e que o resultado é ""mais polícia, mais presídio, mais vaga [nas prisões] para solucionar"". ""A gente está vivendo isso há mais de 100 anos. Acompanha cada vez mais o narcotráfico faturando bilhões, vendo a nossa juventude sendo aliciada, a nossa cidade sendo territorializada por essas organizações criminosas, essas facções, definida a partir da lógica da violência."" ""Enquanto a gente está fazendo o evento, pessoas estão sendo presas por quantidades mínimas [de cannabis]"", observou a mediadora das apresentações desse domingo, a advogada antiproibicionista Bianca Cardial, também integrante da Renfa e da Rede Reforma. Segundo ela, o encarceramento traz consequências e mais custos para as famílias. Relatório da Pastoral Carcerária Nacional, divulgado no final de agosto, revela que a compra de produtos básicos de higiene pessoal e alimentação, que deveriam ser distribuídos pelo Estado no sistema carcerário, gera gasto médio de cerca de 70% de um salário mínimo para essas famílias, quando as visitas ocorrem uma vez por semana. Ao todo, o gasto chega a somar R$ 4,33 bilhões por ano. Pesquisa complementar, do Centro de Estudos de Segurança e Cidadania (Cesec), revela que R$ 7,7 bilhões foram gastos em 2023 para implementar a Lei de Drogas em apenas seis unidades da federação: na Bahia, no Distrito Federal, Pará, Rio de Janeiro, em Santa Catarina e São Paulo. O Instituto de Pesquisa Econômica Aplicada (Ipea) registra que o custo dos homicídios relacionado à proibição das drogas corresponde a cerca de R$ 50 bilhões anuais, ou 0,77% do Produto Interno Bruto (PIB). A Febre de Arte foi organizada pela Agência Liamba 360° e a Adapta Associação Canábica. A Auê Feira foi, na edição deste ano da Febre de Arte, uma nova parceira, contribuindo com a experiência acumulada de mais de 100 edições no Ceará e um público de mais de 500 mil pessoas. Reunidas, contaram com a cocuradoria dos espetáculos e a Rua das Associações, espaço dedicado às organizações da Região Nordeste que acolhem pacientes que fazem uso medicinal da cannabis. *A repórter viajou a convite da Agência Liamba 360º."
